team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SEA,2022,SEA,2022020651,SEA,BUF,AWAY,20230110,Team Level,other,0.1588,0.125,0.125,255,0.829,0.179,0.055,0.09,0.015,0.258,0.402,0.179,0.179,0.179,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,5,1,0,0,0,1,0,0,0.179,0,0,0,0,1,1,1,0,0.014,0,0,0.194,0.194,0.194,5.556,0.948,0.488,1.096,0.181,2.938,1.35,0.75,0.948,0.75,6,1,0,7,1,2,1,0,0,4,0,5,6,0,0,1,0,0,0,4,1,2,0.139,0.112,0.697,0,0,1,7,7,7,0,0.127,0.697,0.697,0.378,0.378,0.35
SEA,2022,SEA,2022020651,SEA,BUF,AWAY,20230110,Team Level,all,0.4325,0.3636,0.3902,3600,24.101,3.313,1.585,4.92,0.754,12.059,9.369,3.184,3.476,3.336,22,10,4,36,4,2,1,5,1,9,11,18,28,5,10,36,21,8,1,17,12,3,0.692,1.523,1.098,0,3,1,37.375,32,33.134,1,0.342,0.369,0.369,3.286,3.432,3.391,37.131,4.348,2.703,8.464,1.171,20.586,12.728,4.031,4.224,3.913,35,15,13,63,3,6,1,7,1,17,16,32,47,2,4,29,16,4,4,32,12,6,1.098,1.383,1.867,1,1,1,61.003,50,48.747,3,0.604,1.67,1.67,3.282,3.174,3.087
SEA,2022,SEA,2022020651,SEA,BUF,AWAY,20230110,Team Level,5on5,0.5041,0.425,0.4688,2973,22.693,2.613,1.5,4.782,0.715,11.54,8.849,2.484,2.776,2.636,20,10,4,34,3,2,1,5,1,9,10,17,27,5,10,30,17,6,1,17,11,2,0.692,1.343,0.578,0,3,0,35.375,30,31.134,1,0.314,0.369,0.369,2.558,2.703,2.663,24.959,2.57,1.716,5.968,0.799,13.728,9.218,2.469,2.447,2.35,22,12,12,46,1,4,0,6,1,9,13,21,33,1,2,23,16,4,4,22,9,3,0.611,1.088,0.871,0,1,0,44.003,34,32.747,3,0.35,0.972,0.972,1.948,1.839,1.8
SEA,2022,SEA,2022020651,SEA,BUF,AWAY,20230110,Team Level,4on5,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.617,0.829,0.499,1.4,0.192,3.92,2.16,0.812,0.829,0.812,7,2,1,10,1,0,0,1,0,4,3,6,8,1,2,4,0,0,0,6,2,1,0.349,0.183,0.298,1,0,0,10,9,9,0,0.127,0,0,0.956,0.956,0.936
SEA,2022,SEA,2022020651,SEA,BUF,AWAY,20230110,Team Level,5on4,1,1,1,7,0.579,0.52,0.029,0.048,0.024,0.261,0.117,0.52,0.52,0.52,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.52,0,0,1,1,1,1,0,0.015,0,0,0.534,0.534,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020665,SEA,BOS,AWAY,20230112,Team Level,other,0.6823,0.2,0.3333,185,0.822,0.496,0.091,0.158,0.068,0.655,0.532,0.431,0.496,0.431,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0.01,0,0.486,0,0,1,2,2,2,0,0.021,0,0,0.517,0.517,0.449,2.838,0.231,0.283,0.423,0.097,2.294,0.672,0.225,0.231,0.225,2,2,4,8,0,0,0,0,0,3,1,2,4,0,0,2,0,0,0,3,1,0,0.128,0.103,0,0,0,0,8,4,4,0,0.071,0,0,0.301,0.301,0.294
SEA,2022,SEA,2022020665,SEA,BOS,AWAY,20230112,Team Level,all,0.4971,0.4444,0.4744,3600,27.266,2.995,1.968,5.817,0.871,14.286,11.062,2.859,3.24,3.097,31,6,11,48,3,2,0,9,0,7,16,28,34,1,2,11,26,12,8,23,12,2,0.695,1.489,0.811,0,2,1,52.622,37,40.504,3,0.419,0.519,0.519,2.895,3.122,3.007,31.576,3.03,2.424,6.665,0.913,16.4,11.568,2.925,2.823,2.725,27,14,19,60,0,3,0,3,0,16,19,27,41,3,6,30,30,8,10,27,10,4,0.902,1.157,0.972,0,0,0,55.833,41,38.103,6,0.529,0.567,0.567,2.992,2.803,2.746
SEA,2022,SEA,2022020665,SEA,BOS,AWAY,20230112,Team Level,5on5,0.5002,0.4824,0.5,2935,24.727,2.471,1.692,5.285,0.722,12.135,9.695,2.4,2.716,2.638,27,5,9,41,2,2,0,8,0,5,15,25,30,1,2,9,24,11,6,19,12,1,0.657,1.489,0.325,0,2,0,45.622,32,35.504,3,0.354,0.519,0.519,2.306,2.532,2.486,24.989,2.469,1.858,5.633,0.715,12.204,9.122,2.392,2.261,2.191,21,11,12,44,0,3,0,1,0,11,17,21,32,3,6,21,27,6,8,21,7,4,0.678,0.819,0.972,0,0,0,39.833,32,29.103,4,0.39,0.567,0.567,2.292,2.103,2.081
SEA,2022,SEA,2022020665,SEA,BOS,AWAY,20230112,Team Level,4on5,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.328,0.276,0.232,0.365,0.06,1.434,0.633,0.254,0.276,0.254,2,1,1,4,0,0,0,1,0,2,0,2,3,0,0,2,1,0,0,1,2,0,0.041,0.235,0,0,0,0,4,3,3,0,0.057,0,0,0.333,0.333,0.305
SEA,2022,SEA,2022020665,SEA,BOS,AWAY,20230112,Team Level,5on4,0.3415,0.5556,0.6,360,1.716,0.028,0.185,0.374,0.082,1.495,0.836,0.028,0.028,0.028,3,0,2,5,0,0,0,1,0,1,1,3,3,0,0,1,0,1,2,3,0,0,0.028,0,0,0,0,0,5,3,3,0,0.044,0,0,0.072,0.072,0.072,1.421,0.054,0.051,0.245,0.041,0.468,1.142,0.054,0.054,0.054,2,0,2,4,0,0,0,1,0,0,1,2,2,0,0,5,2,2,2,2,0,0,0.054,0,0,0,0,0,4,2,2,2,0.011,0,0,0.066,0.066,0.066
SEA,2022,SEA,2022020687,SEA,CHI,AWAY,20230114,Team Level,other,1,1,1,12,0.635,0.199,0.045,0.073,0.032,0.504,0.146,0.199,0.199,0.199,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.199,0,0,0,0,1,1,1,0,0.016,0,0,0.215,0.215,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020687,SEA,CHI,AWAY,20230114,Team Level,all,0.5446,0.5361,0.5122,3600,29.745,2.3,2.087,7.395,1.005,16.755,12.457,2.289,2.543,2.53,30,12,10,52,8,2,0,3,0,11,18,22,34,1,2,32,17,9,5,34,6,2,0.831,0.802,0.668,4,3,1,59.717,42,47.013,1,0.473,0.23,0.23,2.543,2.8,2.777,28.492,1.923,1.88,7.137,0.917,16.457,11.687,1.905,1.752,1.737,27,13,5,45,5,0,0,6,0,15,14,22,35,1,4,30,26,15,11,32,7,1,0.646,1.002,0.274,3,2,0,39.977,40,36.235,7,0.4,0,0,2.323,2.12,2.098
SEA,2022,SEA,2022020687,SEA,CHI,AWAY,20230114,Team Level,5on5,0.5515,0.5244,0.4928,3188,24.446,1.977,1.606,6.12,0.775,13.151,10.371,1.973,2.219,2.215,26,8,9,43,8,1,0,2,0,6,17,18,26,1,2,27,16,8,5,27,5,2,0.707,0.602,0.668,4,3,1,50.717,34,39.013,1,0.337,0.201,0.201,2.113,2.37,2.367,24.779,1.608,1.512,6.388,0.818,14.121,10.553,1.591,1.437,1.422,23,12,4,39,3,0,0,6,0,13,13,20,32,1,4,27,25,12,10,28,6,1,0.502,0.831,0.274,2,1,0,33.977,35,31.235,7,0.314,0,0,1.922,1.719,1.698
SEA,2022,SEA,2022020687,SEA,CHI,AWAY,20230114,Team Level,4on5,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.712,0.315,0.368,0.749,0.098,2.336,1.135,0.314,0.315,0.314,4,1,1,6,2,0,0,0,0,2,1,2,3,0,0,1,0,0,1,4,1,0,0.145,0.17,0,1,1,0,6,5,5,0,0.086,0,0,0.401,0.401,0.4
SEA,2022,SEA,2022020687,SEA,CHI,AWAY,20230114,Team Level,5on4,1,1,1,240,4.664,0.124,0.436,1.202,0.198,3.099,1.94,0.116,0.124,0.116,4,3,1,8,0,1,0,1,0,4,1,4,7,0,0,3,0,1,0,7,0,0,0.124,0,0,0,0,0,8,7,7,0,0.12,0.029,0.029,0.215,0.215,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020698,SEA,TBL,HOME,20230116,Team Level,other,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.451,1.53,0.024,0.017,0.02,0.201,0.208,1.53,1.53,1.53,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.53,0,0,2,2,2,2,0,0.005,0,0,1.535,1.535,1.535
SEA,2022,SEA,2022020698,SEA,TBL,HOME,20230116,Team Level,all,0.2989,0.4608,0.4533,3600,24.373,1.975,1.779,6.083,0.888,13.667,9.608,1.882,1.864,1.775,23,11,13,47,1,3,0,1,1,12,16,22,33,2,4,17,16,18,8,28,4,2,0.889,0.501,0.585,1,0,0,43.969,34,31.829,7,0.381,0.627,0.627,1.729,1.636,1.574,30.189,4.632,1.948,6.452,0.901,15.578,11.489,4.51,4.816,4.687,31,10,14,55,4,4,0,6,2,13,12,27,37,3,6,26,18,5,5,27,9,5,0.66,1.262,2.71,1,1,2,58.621,41,43.456,3,0.43,0.846,0.846,4.215,4.361,4.252
SEA,2022,SEA,2022020698,SEA,TBL,HOME,20230116,Team Level,5on5,0.3956,0.4578,0.4754,2979,20.723,1.587,1.415,5.368,0.789,11.342,8.499,1.537,1.476,1.43,20,9,9,38,1,3,0,1,0,9,15,19,28,2,4,14,14,13,6,25,2,2,0.763,0.24,0.585,1,0,0,34.969,29,26.829,5,0.292,0.627,0.627,1.252,1.159,1.147,23.74,2.425,1.594,5.512,0.726,12.458,9.284,2.303,2.609,2.481,22,10,13,45,2,4,0,6,2,11,7,20,30,3,6,23,16,5,4,21,9,2,0.593,1.262,0.571,1,1,0,48.621,32,34.456,2,0.334,0.846,0.846,1.913,2.058,1.951
SEA,2022,SEA,2022020698,SEA,TBL,HOME,20230116,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4.283,0.657,0.308,0.824,0.135,2.727,1.349,0.656,0.657,0.656,6,0,1,7,0,0,0,0,0,2,4,6,6,0,0,1,0,0,0,5,0,1,0.047,0,0.61,0,0,0,7,6,6,0,0.085,0,0,0.742,0.742,0.741
SEA,2022,SEA,2022020698,SEA,TBL,HOME,20230116,Team Level,5on4,0.951,0.9,0.8333,360,3.649,0.388,0.365,0.715,0.1,2.325,1.108,0.345,0.388,0.345,3,2,4,9,0,0,0,0,1,3,1,3,5,0,0,2,0,3,0,3,2,0,0.126,0.262,0,0,0,0,9,5,5,0,0.089,0,0,0.477,0.477,0.427,0.715,0.02,0.021,0.099,0.02,0.192,0.648,0.02,0.02,0.02,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,0,1,1,0,0,0.02,0,0,0,0,0,1,1,1,1,0.005,0,0,0.025,0.025,0.025
SEA,2022,SEA,2022020711,SEA,EDM,AWAY,20230117,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020711,SEA,EDM,AWAY,20230117,Team Level,all,0.2735,0.4779,0.4651,3600,28.965,1.579,1.717,7.551,0.93,16.522,11.7,1.572,1.58,1.572,31,9,14,54,2,0,0,4,0,26,8,29,38,3,6,30,43,15,12,39,0,1,1.133,0,0.446,1,0,1,52.662,40,39.239,5,0.371,0,0,1.95,1.95,1.939,34.152,4.194,2.693,7.668,1.102,17.594,12.749,3.901,4.167,3.877,34,12,13,59,5,4,2,0,0,26,11,29,41,4,8,30,36,11,11,27,13,6,0.875,1.647,1.673,2,1,2,59.969,46,46.472,8,0.59,0.918,0.918,3.866,3.846,3.684
SEA,2022,SEA,2022020711,SEA,EDM,AWAY,20230117,Team Level,5on5,0.2457,0.4516,0.4648,2817,24.281,1.078,1.294,6.444,0.755,13.298,10.132,1.07,1.078,1.071,26,7,9,42,1,0,0,4,0,22,6,25,32,3,6,23,38,13,9,33,0,0,1.078,0,0,1,0,0,40.662,33,32.239,4,0.258,0,0,1.336,1.336,1.326,28.285,3.309,2.068,6.549,0.934,14.316,10.824,3.116,3.282,3.092,30,8,13,51,5,4,2,0,0,19,10,25,33,4,8,26,33,9,10,23,11,4,0.705,1.379,1.225,2,1,2,51.969,38,38.472,8,0.433,0.918,0.918,2.824,2.804,2.765
SEA,2022,SEA,2022020711,SEA,EDM,AWAY,20230117,Team Level,4on5,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.228,0.867,0.603,0.984,0.149,3.029,1.368,0.767,0.867,0.767,3,4,0,7,0,0,0,0,0,6,1,3,7,0,0,2,2,0,1,3,2,2,0.151,0.268,0.449,0,0,0,7,7,7,0,0.15,0,0,1.016,1.016,0.894
SEA,2022,SEA,2022020711,SEA,EDM,AWAY,20230117,Team Level,5on4,0.9635,0.9231,0.875,423,4.684,0.502,0.423,1.107,0.176,3.225,1.568,0.501,0.502,0.501,5,2,5,12,1,0,0,0,0,4,2,4,6,0,0,3,1,1,1,6,0,1,0.055,0,0.446,0,0,1,12,7,7,0,0.113,0,0,0.614,0.614,0.614,0.638,0.019,0.022,0.135,0.019,0.249,0.557,0.019,0.019,0.019,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,1,2,0,1,0,0,0.019,0,0,0,0,0,1,1,1,0,0.007,0,0,0.025,0.025,0.025
SEA,2022,SEA,2022020728,SEA,NJD,HOME,20230119,Team Level,other,0.0585,0.3077,0.3077,314,2.53,0.146,0.18,0.589,0.112,1.537,1.438,0.146,0.146,0.146,1,3,0,4,1,0,0,0,0,0,3,0,3,0,0,2,2,1,0,4,0,0,0.146,0,0,1,0,0,4,4,4,0,0.042,0,0,0.187,0.187,0.187,7.257,2.348,0.56,1.094,0.202,3.151,1.645,1.379,2.348,1.379,5,4,0,9,1,2,1,0,0,3,3,4,8,0,0,2,1,1,1,1,3,5,0.032,0.336,1.98,0,0,1,9,9,9,0,0.185,1.224,1.224,1.31,1.31,1.051
SEA,2022,SEA,2022020728,SEA,NJD,HOME,20230119,Team Level,all,0.4838,0.5683,0.5714,3670,43.212,4.335,2.915,10.991,1.509,23.315,16.936,4.096,4.296,4.059,40,20,19,79,4,5,0,7,3,24,17,36,56,3,6,30,21,12,8,42,12,6,1.186,1.503,1.646,3,1,0,80.166,60,61.142,4,0.639,1.338,1.338,3.636,3.599,3.407,33.902,4.626,2.511,7.492,1.124,16.741,12.506,3.565,4.622,3.561,30,15,15,60,3,5,1,5,1,16,15,27,42,3,6,31,18,12,11,27,11,7,0.637,1.527,2.462,1,1,1,58.912,45,44.072,6,0.6,1.722,1.722,3.504,3.503,3.229
SEA,2022,SEA,2022020728,SEA,NJD,HOME,20230119,Team Level,5on5,0.6377,0.6017,0.619,3180,38.331,3.708,2.532,9.995,1.278,19.886,14.601,3.547,3.669,3.511,38,14,19,71,3,5,0,7,3,21,13,35,49,3,6,27,17,9,8,37,9,6,0.961,1.1,1.646,2,1,0,72.166,52,53.142,4,0.532,1.338,1.338,2.901,2.864,2.762,23.639,2.107,1.715,5.98,0.843,12.31,9.044,2.015,2.103,2.011,22,10,15,47,1,3,0,5,1,11,11,21,31,3,6,27,17,9,10,23,7,2,0.571,1.054,0.482,1,0,0,45.912,32,31.072,6,0.363,0.499,0.499,1.971,1.97,1.954
SEA,2022,SEA,2022020728,SEA,NJD,HOME,20230119,Team Level,4on5,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.018,0.151,0.271,0.04,0.818,0.703,0.018,0.018,0.018,2,0,0,2,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,2,0,0,0.018,0,0,0,0,0,2,2,2,0,0.032,0,0,0.05,0.05,0.05
SEA,2022,SEA,2022020728,SEA,NJD,HOME,20230119,Team Level,5on4,0.7587,0.6667,0.6667,56,2.351,0.481,0.203,0.407,0.118,1.892,0.898,0.403,0.481,0.403,1,3,0,4,0,0,0,0,0,3,1,1,4,0,0,1,0,0,0,1,3,0,0.079,0.402,0,0,0,0,4,4,4,0,0.066,0,0,0.547,0.547,0.458,1.576,0.153,0.085,0.147,0.038,0.461,1.115,0.153,0.153,0.153,1,1,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,2,0,1,1,0,0.017,0.136,0,0,1,0,2,2,2,0,0.02,0,0,0.174,0.174,0.174
SEA,2022,SEA,2022020743,SEA,COL,HOME,20230121,Team Level,other,0.0574,0.3333,0.3333,0,0.734,0.019,0.027,0.187,0.025,0.374,0.368,0.019,0.019,0.019,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.019,0,0,0,0,0,1,1,1,0,0.007,0,0,0.026,0.026,0.026,1.677,0.312,0.106,0.28,0.049,0.528,0.725,0.312,0.312,0.312,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,0,2,2,0,0,2,0,0,0.312,0,0,0,0,2,2,2,0,0.032,0,0,0.345,0.345,0.345
SEA,2022,SEA,2022020743,SEA,COL,HOME,20230121,Team Level,all,0.5614,0.5042,0.5465,3900,33.106,2.527,2.196,7.835,1.138,18.734,14.569,2.439,2.412,2.328,27,20,13,60,1,4,0,7,0,16,19,26,46,2,4,25,26,13,4,36,11,0,1.018,1.509,0,1,0,0,58.215,47,45.652,2,0.464,0.513,0.513,2.478,2.367,2.298,27.85,1.974,1.897,7.244,0.904,15.932,11.049,1.921,2.06,2.004,27,12,20,59,1,5,1,3,0,19,11,26,38,2,4,22,24,12,1,31,7,1,0.605,1.051,0.318,0,1,0,60.678,39,40.015,0,0.42,0.781,0.781,1.613,1.668,1.638
SEA,2022,SEA,2022020743,SEA,COL,HOME,20230121,Team Level,5on5,0.5935,0.5294,0.5811,3420,30.318,2.354,1.989,7.135,1.053,17.061,13.406,2.266,2.24,2.156,25,18,11,54,1,4,0,7,0,15,16,24,42,2,4,21,23,10,4,33,10,0,0.932,1.422,0,1,0,0,52.215,43,41.652,2,0.413,0.513,0.513,2.254,2.144,2.074,22.219,1.612,1.397,6.116,0.721,12.205,8.949,1.566,1.698,1.649,22,9,17,48,1,5,1,3,0,14,8,21,30,2,4,18,21,9,1,25,5,1,0.555,0.739,0.318,0,1,0,49.678,31,32.015,0,0.289,0.781,0.781,1.12,1.175,1.163
SEA,2022,SEA,2022020743,SEA,COL,HOME,20230121,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.954,0.05,0.394,0.848,0.135,3.199,1.375,0.043,0.05,0.043,4,2,3,9,0,0,0,0,0,5,1,4,6,0,0,2,0,1,0,6,0,0,0.05,0,0,0,0,0,9,6,6,0,0.099,0,0,0.148,0.148,0.131
SEA,2022,SEA,2022020743,SEA,COL,HOME,20230121,Team Level,5on4,1,1,1,240,2.053,0.153,0.18,0.513,0.06,1.299,0.795,0.153,0.153,0.153,2,1,2,5,0,0,0,0,0,1,2,2,3,0,0,2,2,2,0,2,1,0,0.067,0.087,0,0,0,0,5,3,3,0,0.044,0,0,0.197,0.197,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020770,SEA,VAN,HOME,20230125,Team Level,other,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020770,SEA,VAN,HOME,20230125,Team Level,all,0.63,0.5789,0.5926,3600,34.295,3.735,2.658,7.776,1.176,19.87,12.784,3.591,3.768,3.623,35,13,18,66,6,4,1,2,1,14,21,29,42,6,17,30,8,13,6,31,12,5,1.079,1.436,1.221,4,1,1,70.296,48,49.332,3,0.57,0.648,0.648,3.657,3.682,3.611,23.151,2.194,1.375,5.4,0.777,13.353,9.902,2.013,2.179,1.999,20,13,15,48,1,0,0,2,3,15,12,19,32,5,13,24,20,12,3,28,2,3,0.523,0.308,1.364,0,1,0,45.831,33,32.421,2,0.341,0,0,2.535,2.518,2.329
SEA,2022,SEA,2022020770,SEA,VAN,HOME,20230125,Team Level,5on5,0.8197,0.6404,0.6557,2885,28.796,3.023,2.171,6.796,0.979,16.223,10.807,2.896,3.056,2.927,30,10,17,57,4,4,1,2,1,10,19,26,36,6,17,23,8,11,5,27,8,5,0.874,0.929,1.221,3,0,1,61.296,40,41.332,3,0.45,0.648,0.648,2.825,2.851,2.8,15.163,0.665,0.74,3.81,0.477,8.187,7.121,0.664,0.65,0.649,17,4,11,32,1,0,0,2,1,9,8,16,20,4,11,19,20,12,3,19,2,0,0.357,0.308,0,0,1,0,29.831,21,20.421,2,0.151,0,0,0.816,0.799,0.798
SEA,2022,SEA,2022020770,SEA,VAN,HOME,20230125,Team Level,4on5,0.1146,0.1111,0.0769,555,0.898,0.198,0.05,0.097,0.022,0.219,0.414,0.198,0.198,0.198,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,5,0,2,1,0,1,0,0,0.198,0,0,0,0,2,1,1,0,0.011,0,0,0.209,0.209,0.209,7.988,1.529,0.635,1.59,0.299,5.166,2.781,1.349,1.529,1.349,3,9,4,16,0,0,0,0,2,6,4,3,12,1,2,4,0,0,0,9,0,3,0.165,0,1.364,0,0,0,16,12,12,0,0.19,0,0,1.719,1.719,1.531
SEA,2022,SEA,2022020770,SEA,VAN,HOME,20230125,Team Level,5on4,1,1,1,115,4.601,0.514,0.437,0.883,0.175,3.428,1.563,0.498,0.514,0.498,4,3,0,7,2,0,0,0,0,3,2,2,5,0,0,2,0,0,0,4,3,0,0.205,0.309,0,1,1,0,7,7,7,0,0.109,0,0,0.623,0.623,0.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEA,2022,SEA,2022020786,SEA,CGY,HOME,20230127,Team Level,other,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0.568,0.018,0.014,0.019,0.165,0.216,0.568,0.568,0.568,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.568,0,0,1,1,1,1,0,0.004,0,0,0.572,0.572,0.572
